"","IncNodePurity...1","IncNodePurity...2","IncNodePurity...3","IncNodePurity...4","IncNodePurity...5"
"housingMedianAge",88.9832715686458,89.8015003896207,107.701394732806,88.856157183682,111.8886910625
"log_medianIncome",1109.73472177527,1246.5129408288,1282.67822407128,1008.59539363108,1375.39542408779
"log_averageRooms",223.54601008069,241.168008186834,226.470147516515,152.58540842089,252.128499303818
"log_averageBedrooms",74.013241350916,84.9771991942464,84.1683073757698,67.5011639067972,91.4961136295653
"log_popPerHouse",225.788612108007,204.798867379543,266.917230451484,156.89496236425,268.537330954406
"log_population",84.3037999842416,94.1169792627852,100.017415577199,72.5619434238769,98.2565379630833
"housingMedianAge_lag5",239.797704497136,373.487037575372,317.951914949746,285.32107838935,336.845092135226
"log_medianIncome_lag5",1415.19582866583,1857.10929070268,1672.28431685387,1347.26112563173,1619.57382689946
"log_averageRooms_lag5",307.658030759687,315.287237317543,365.580688515557,152.381172455499,300.93525468068
"log_averageBedrooms_lag5",112.423944211783,94.5813822977152,120.26631205773,70.6730326201506,118.683537910493
"log_popPerHouse_lag5",284.692015371446,284.213078722379,465.169834029548,151.060002647352,324.682137230913
"log_population_lag5",145.313607964059,118.237879647351,131.127709110339,71.4296978465287,154.111294936197
