"","IncNodePurity...1","IncNodePurity...2","IncNodePurity...3","IncNodePurity...4","IncNodePurity...5"
"housingMedianAge",78.6127972512806,72.8862345057398,92.4393749495503,57.9694813724233,100.297815614517
"log_medianIncome",1117.92617871118,1292.82588475916,1351.95267534235,1039.67978383551,1632.77548646392
"log_averageRooms",226.392979028047,231.032957867052,292.43531243048,132.640217230599,309.656469584257
"log_averageBedrooms",62.8129741735165,67.1472745946035,72.0183441373852,47.9141354007933,83.4963914798123
"log_popPerHouse",310.758374914347,263.269961477331,421.613825271688,171.788828092666,385.120542648625
"log_population",67.0340126887741,77.3126985031441,84.9992719611178,56.452685501383,84.8229837461098
"housingMedianAge_lag20",369.9651198584,445.579036885075,407.771889990986,252.888292990545,371.827494802064
"log_medianIncome_lag20",1336.72313187458,1790.18905655946,1579.66882122241,1390.3654290256,1155.68120585844
"log_averageRooms_lag20",221.074418087553,272.428383143211,265.183930447651,146.992381601409,291.004074412999
"log_averageBedrooms_lag20",163.84326853731,163.527754894606,166.955166221255,132.826931834637,223.343091399172
"log_popPerHouse_lag20",142.128154539856,131.785492948402,203.454715992119,101.126197312686,160.210135680481
"log_population_lag20",223.575869204475,198.753912345795,207.793256641551,102.424870381579,255.193609472475
